"bague","autre_bague","espece","sexe","age_2025","lieu_bag","nic_naiss","sang_ok","number_captures","nb_of","nb_cog"
"8861887",,"charbo",,5,"rou","rou_22","non",,,
"8861888",,"charbo",,5,"rou","rou_22","non",,,
"8861889",,"charbo",,5,"rou","rou_22","non",,,
"8861890",,"charbo",,5,"rou","rou_22","non",,,
"8861891",,"charbo",,5,"rou","rou_22","non",,,
"8861892",,"charbo",,5,"rou","rou_2","non",,,
"8861893",,"charbo",,5,"rou","rou_2","non",,,
"8861894",,"charbo",,5,"rou","rou_2","non",,,
"8861895",,"charbo",,5,"rou","rou_2","non",,,
"8861896",,"charbo",,5,"rou","rou_2","non",,,
"8861897",,"charbo",,5,"rou","rou_2","non",,,
"8861898",,"bleue",,5,"rou","rou_322","non",,,
"8861899",,"bleue",,5,"rou","rou_322","non",,,
"8861900",,"bleue",,5,"rou","rou_322","non",,,
"8861901",,"bleue",,5,"rou","rou_322","non",,,
"8861902",,"bleue",,5,"rou","rou_322","non",,,
"8861903",,"bleue",,5,"rou","rou_322","non",,,
"8861904",,"bleue",,5,"rou","rou_322","non",,,
"8861905",,"bleue",,5,"rou","rou_322","non",,,
"8861906",,"bleue",,5,"rou","rou_322","non",,,
"8861907",,"charbo",,5,"rou","rou_222","non",,,
"8861908",,"charbo",,5,"rou","rou_222","non",,,
"8861909",,"charbo",,5,"rou","rou_222","non",,,
"8861910",,"charbo",,5,"rou","rou_222","non",,,
"8861911",,"charbo",,5,"rou","rou_222","non",,,
"8861912",,"charbo",,5,"rou","rou_222","non",,,
"8861913",,"charbo",,5,"rou","rou_222","non",,,
"8861914",,"charbo",,5,"rou","rou_346","non",,,
"8861915","L20","charbo","F",5,"rou","rou_346","oui",2,0,0
"8861916",,"charbo",,5,"rou","rou_346","non",,,
"8861917",,"charbo",,5,"rou","rou_346","non",,,
"8861918",,"charbo",,5,"rou","rou_346","non",,,
"8861919",,"charbo",,5,"rou","rou_346","non",,,
"8861920",,"charbo",,5,"rou","rou_346","non",,,
"8861921",,"bleue",,5,"rou","rou_343","non",,,
"8861922",,"bleue",,5,"rou","rou_343","non",,,
"8861923",,"bleue",,5,"rou","rou_343","non",,,
"8861924",,"bleue",,5,"rou","rou_343","non",,,
"8861925",,"bleue",,5,"rou","rou_343","non",,,
"8861926",,"bleue",,5,"rou","rou_343","non",,,
"8861927",,"bleue",,5,"rou","rou_343","non",,,
"8861928",,"bleue",,5,"rou","rou_343","non",,,
"8861929",,"bleue",,5,"rou","rou_321","non",,,
"8861930",,"bleue",,5,"rou","rou_321","non",,,
"8861931",,"bleue",,5,"rou","rou_321","non",,,
"8861932",,"bleue",,5,"rou","rou_321","non",,,
"8861933",,"bleue",,5,"rou","rou_321","non",,,
"8861934",,"bleue",,5,"rou","rou_321","non",,,
"8861935",,"bleue",,5,"rou","rou_321","non",,,
"8861936",,"bleue","M",5,"rou","rou_321","oui",2,0,0
"8861937",,"bleue",,5,"rou","rou_321","non",,,
"8861938",,"bleue",,5,"rou","rou_321","non",,,
"8861939",,"bleue",,5,"rou","rou_371","non",,,
"8861940",,"bleue",,5,"rou","rou_371","non",,,
"8861941",,"bleue",,5,"rou","rou_371","non",,,
"8861942",,"bleue",,5,"rou","rou_371","non",,,
"8861943",,"bleue",,5,"rou","rou_371","non",,,
"8861944",,"bleue",,5,"rou","rou_371","non",,,
"8861945",,"bleue",,5,"rou","rou_371","non",,,
"8861946",,"bleue",,5,"rou","rou_83","non",,,
"8861947",,"charbo",,5,"rou","rou_338","non",,,
"8861948",,"charbo",,5,"rou","rou_338","non",,,
"8861949",,"charbo",,5,"rou","rou_338","non",,,
"8861950",,"charbo",,5,"rou","rou_338","non",,,
"8861951",,"charbo",,5,"rou","rou_338","non",,,
"8861952",,"bleue",,5,"rou","rou_11supp","non",,,
"8861953",,"bleue",,5,"rou","rou_11supp","non",,,
"8861954",,"bleue",,5,"rou","rou_11supp","non",,,
"8861955",,"bleue",,5,"rou","rou_11supp","non",,,
"8861956",,"bleue",,5,"rou","rou_11supp","non",,,
"8861957",,"bleue",,5,"rou","rou_11supp","non",,,
"8861958",,"bleue",,5,"rou","rou_16supp","non",,,
"8861959",,"bleue",,5,"rou","rou_16supp","non",,,
"8861960",,"bleue",,5,"rou","rou_16supp","non",,,
"8861961",,"bleue",,5,"rou","rou_16supp","non",,,
"8861962",,"bleue",,5,"rou","rou_16supp","non",,,
"8861963",,"bleue",,5,"rou","rou_16supp","non",,,
"8861964",,"bleue",,5,"rou","rou_16supp","non",,,
"8861965",,"bleue",,5,"rou","rou_16supp","non",,,
"8861966",,"bleue",,5,"rou","rou_16supp","non",,,
"8861967",,"bleue",,5,"rou","rou_16supp","non",,,
"8861968",,"bleue",,5,"rou","rou_16supp","non",,,
"8861969",,"bleue",,5,"rou","rou_16supp","non",,,
"8861970",,"charbo",,5,"rou","rou_16","non",,,
"8861971",,"charbo",,5,"rou","rou_16","non",,,
"8861972",,"charbo",,5,"rou","rou_16","non",,,
"8861973",,"charbo",,5,"rou","rou_16","non",,,
"8861974",,"charbo",,5,"rou","rou_16","non",,,
"8861975",,"charbo",,5,"rou","rou_16","non",,,
"8861976",,"charbo",,5,"rou","rou_16","non",,,
"8861977",,"bleue",,5,"rou","rou_364","non",,,
"8861978",,"bleue",,5,"rou","rou_364","non",,,
"8861979",,"bleue",,5,"rou","rou_364","non",,,
"8861980",,"bleue",,5,"rou","rou_364","non",,,
"8861981",,"bleue",,5,"rou","rou_364","non",,,
"8861982",,"bleue",,5,"rou","rou_364","non",,,
"8861983",,"bleue",,5,"rou","rou_364","non",,,
"8861984",,"bleue",,5,"rou","rou_364","non",,,
"8861985",,"bleue",,5,"rou","rou_403","non",,,
"8861986",,"bleue",,5,"rou","rou_403","non",,,
"8861987",,"bleue",,5,"rou","rou_403","non",,,
"8861988",,"bleue",,5,"rou","rou_414","non",,,
"8861989",,"bleue",,5,"rou","rou_414","non",,,
"8861990",,"bleue",,5,"rou","rou_414","non",,,
"8861991",,"bleue",,5,"rou","rou_414","non",,,
"8861992",,"bleue",,5,"rou","rou_414","non",,,
"8861993",,"bleue",,5,"rou","rou_414","non",,,
"8861994",,"bleue",,5,"rou","rou_42","non",,,
"8861995",,"bleue",,5,"rou","rou_42","non",,,
"8861996",,"bleue",,5,"rou","rou_42","non",,,
"8861997",,"bleue",,5,"rou","rou_42","non",,,
"8861998",,"bleue",,5,"rou","rou_42","non",,,
"8861999",,"bleue",,5,"rou","rou_42","non",,,
"8862000",,"bleue","F",5,"rou","rou_327","non",2,0,0
"8862001",,"charbo",,5,"mos","mos_2","non",,,
"8862002",,"charbo",,5,"mos","mos_2","non",,,
"8862003",,"charbo",,5,"mos","mos_2","non",,,
"8862004",,"charbo",,5,"mos","mos_2","non",,,
"8862005",,"charbo",,5,"mos","mos_2","non",,,
"8862006",,"charbo",,5,"mos","mos_2","non",,,
"8862007",,"charbo",,5,"mos","mos_2","non",,,
"8862008",,"charbo",,5,"mos","mos_2","non",,,
"8862009",,"charbo",,5,"mos","mos_2","non",,,
"8862010",,"charbo",,5,"font","font_2","non",,,
"8862011",,"charbo",,5,"font","font_2","non",,,
"8862012",,"charbo",,5,"font","font_2","non",,,
"8862013","L36","charbo","F",4,"zoo",,"oui",7,1,4
"8862014","K25","charbo","F",4,"font",,"oui",1,0,1
"8862015","L19","charbo","F",4,"mos",,"oui",4,0,3
"8862016","K24","charbo","F",3,"bot",,"oui",1,0,1
"8862017","L07","charbo","M",3,"bot",,"oui",2,0,2
"8862018","K31","charbo","M",3,"mas",,"non",1,1,1
"8862019","L16","charbo","M",4,"mas",,"oui",1,1,1
"8862020","K41","charbo","F",3,"mas",,"oui",1,1,1
"8862021",,"bleue","M",4,"mas",,"non",1,0,0
"8862022",,"bleue","F",3,"mas",,"oui",1,0,0
"8862023","K33","charbo","M",3,"font",,"oui",2,0,2
"8862024","L22","charbo","F",4,"font",,"oui",1,0,1
"8862025","L03","charbo","M",4,"font",,"oui",4,0,3
"8862026","K45","charbo","F",4,"font",,"oui",1,0,1
"8862027","L24","charbo","F",4,"font",,"oui",2,0,1
"8862028","L08","charbo","M",3,"mas",,"oui",1,0,1
"8862029","K37","charbo","F",4,"mas",,"oui",1,0,1
"8862030","K21","charbo","F",4,"mas",,"oui",1,1,1
"8862031","L06","charbo","M",3,"mas",,"oui",1,1,1
"8862032","L14","charbo","F",4,"mas",,"non",1,1,1
"8862033",,"charbo",,5,"font","font_7","non",,,
"8862034",,"charbo",,5,"font","font_7","non",,,
"8862035",,"charbo",,5,"font","font_7","non",,,
"8862036",,"charbo",,5,"font","font_7","non",,,
"8862037",,"charbo",,5,"font","font_7","non",,,
"8862038","L15","charbo","M",4,"fac",,"oui",4,1,3
"8862039","K43","charbo","M",4,"fac",,"oui",4,2,1
"8862040","L25","charbo","F",3,"fac",,"oui",3,1,1
"8862041",,"charbo","M",4,"fac",,"non",1,1,0
"8862042","L31","charbo","F",4,"mos",,"oui",3,2,1
"8862043","K42","charbo","F",3,"mos",,"oui",1,1,1
"8862044","L30","charbo","M",3,"gram",,"non",1,1,1
"8862045",,"charbo",,5,"gram","gram_37","non",,,
"8862046",,"charbo",,5,"gram","gram_37","non",,,
"8862047",,"charbo",,5,"gram","gram_37","non",,,
"8862048",,"charbo",,5,"gram","gram_37","non",,,
"8862049",,"charbo",,5,"gram","gram_37","non",,,
"8862050",,"charbo",,5,"gram","gram_37","non",,,
"8862051",,"charbo",,5,"gram","gram_37","non",,,
"8862052","G59","charbo","M",5,"gram","gram_39","oui",1,0,1
"8862053",,"charbo",,5,"gram","gram_39","non",,,
"8862054",,"charbo",,5,"gram","gram_39","non",,,
"8862055",,"charbo",,5,"gram","gram_39","non",,,
"8862056",,"charbo",,5,"gram","gram_39","non",,,
"8862057","L11","charbo","F",4,"gram",,"oui",1,1,1
"8862058","K46","charbo","F",3,"gram",,"oui",2,1,0
"8862059",,"charbo",,5,"gram","gram_56","non",,,
"8862060",,"charbo",,5,"gram","gram_56","non",,,
"8862061",,"charbo",,5,"gram","gram_56","non",,,
"8862062",,"charbo",,5,"zoo","zoo_33","non",,,
"8862063",,"charbo",,5,"zoo","zoo_33","non",,,
"8862064",,"charbo",,5,"zoo","zoo_33","non",,,
"8862065",,"charbo",,5,"zoo","zoo_33","non",,,
"8862066",,"charbo",,5,"zoo","zoo_33","non",,,
"8862067",,"charbo","F",5,"zoo","zoo_33","oui",1,0,0
"8862068",,"charbo",,5,"zoo","zoo_46","non",,,
"8862069",,"charbo",,5,"zoo","zoo_46","non",,,
"8862070","K30","charbo","M",4,"zoo",,"oui",1,1,1
"8862071","K40","charbo","M",3,"zoo",,"non",2,1,1
"8862072","L12","charbo","F",3,"zoo",,"oui",1,0,1
"8862073",,"charbo",,5,"zoo","zoo_19","non",,,
"8862074",,"charbo",,5,"zoo","zoo_19","non",,,
"8862075","M19","charbo","F",5,"zoo","zoo_19","oui",2,0,1
"8862076",,"charbo",,5,"zoo","zoo_19","non",,,
"8862077","K09","charbo","F",3,"gram",,"oui",2,1,1
"8862078",,"bleue","F",4,"gram",,"oui",2,0,0
"8862079",,"bleue","F",4,"gram",,"non",1,0,0
"8862080",,"bleue","M",4,"gram",,"oui",2,0,0
"8862081","N51","charbo","M",3,"zoo",,"oui",1,0,1
"8862082",,"charbo","M",4,"gram",,"oui",1,1,1
"8862083","N69","charbo","M",4,"gram",,"oui",1,0,1
"8862084","N33","charbo","F",4,"gram",,"non",2,1,1
"8862085","L09","charbo","M",3,"gram",,"non",1,1,1
"8862086","N15","charbo","M",3,"zoo",,"oui",2,0,1
"8862087","K39","charbo","F",4,"zoo",,"non",1,0,1
"8862088","N24","charbo","M",3,"mas",,"oui",3,0,2
"8862089","N53","charbo","F",4,"gram",,"non",1,0,1
"8862090","N50","charbo","M",3,"gram",,"oui",1,0,1
"8862091",,"bleue","M",3,"cef",,"non",1,0,0
"8862092",,"bleue","F",3,"mos",,"oui",1,0,0
"8862093","N54","charbo","F",4,"gram",,"oui",1,0,0
"8862094","K15","charbo","M",3,"mas",,"non",2,0,0
"8862095","N10","charbo","F",4,"mas",,"non",3,1,1
"8862096","N49","charbo","M",3,"mas",,"oui",1,0,0
"8862097","N23","charbo","M",3,"mos",,"oui",2,0,1
"8862098","K07","charbo","F",4,"mos",,"oui",3,0,2
"8862099","N31","charbo","F",4,"font",,"non",5,2,2
"8862100","K32","charbo","M",3,"fac",,"non",2,0,1
"8862101","C46","charbo","F",4,"rou",,"oui",2,0,1
"8862102",,"charbo",,5,"rou","rou_8supp","non",,,
"8862103",,"charbo",,5,"rou","rou_8supp","non",,,
"8862104",,"charbo",,5,"rou","rou_8supp","non",,,
"8862105",,"bleue","F",3,"rou",,"non",2,0,0
"8862106",,"bleue","M",4,"rou",,"oui",2,0,0
"8862107",,"bleue","F",4,"rou",,"non",3,0,0
"8862108",,"charbo",,5,"rou","rou_358","non",,,
"8862109",,"charbo",,5,"rou","rou_358","non",,,
"8862110",,"charbo",,5,"rou","rou_358","non",,,
"8862111",,"charbo",,5,"rou","rou_358","non",,,
"8862112",,"charbo",,5,"rou","rou_358","non",,,
"8862113",,"charbo",,5,"rou","rou_358","non",,,
"8862114",,"charbo",,5,"rou","rou_358","non",,,
"8862115",,"charbo",,5,"rou","rou_358","non",,,
"8862116","C61","charbo","M",3,"rou",,"oui",1,0,0
"8862117","L02","charbo","M",4,"rou",,"oui",1,0,0
"8862118","K51","charbo","M",4,"rou",,"oui",1,0,1
"8862119",,"bleue","F",4,"rou",,"non",4,0,0
"8862120","L72","charbo","F",4,"rou",,"oui",2,0,1
"8862121",,"bleue",,5,"rou","rou_75","non",,,
"8862122",,"bleue",,5,"rou","rou_75","non",,,
"8862123",,"bleue",,5,"rou","rou_75","non",,,
"8862124",,"bleue",,5,"rou","rou_75","non",,,
"8862125",,"bleue",,5,"rou","rou_75","non",,,
"8862126",,"bleue",,5,"rou","rou_75","non",,,
"8862127",,"bleue",,5,"rou","rou_75","non",,,
"8862128",,"bleue",,5,"rou","rou_75","non",,,
"8862129",,"bleue",,5,"rou","rou_75","non",,,
"8862130","K98","charbo","F",4,"rou",,"oui",3,0,2
"8862131","L01","charbo","F",4,"rou",,"oui",3,0,2
"8862132",,"charbo","F",3,"rou",,"oui",2,0,1
"8862133",,"charbo",,5,"rou","rou_363","non",,,
"8862134",,"charbo","F",4,"rou",,"oui",1,0,1
"8862135",,"charbo",,5,"rou","rou_13supp","non",,,
"8862136",,"charbo",,5,"rou","rou_13supp","non",,,
"8862137",,"charbo",,5,"rou","rou_13supp","non",,,
"8862138",,"charbo","M",4,"rou",,"non",1,0,1
"8862139",,"charbo",,5,"rou","rou_18supp","non",,,
"8862140",,"charbo",,5,"rou","rou_18supp","non",,,
"8862141",,"charbo","F",4,"rou",,"oui",1,0,0
"8862142",,"charbo",,5,"rou","rou_64","non",,,
"8862143",,"charbo",,5,"rou","rou_64","non",,,
"8862144",,"charbo",,5,"rou","rou_64","non",,,
"8862145",,"charbo",,5,"rou","rou_64","non",,,
"8862146",,"charbo",,5,"rou","rou_64","non",,,
"8862147",,"bleue",,5,"rou","rou_67","non",,,
"8862148",,"bleue",,5,"rou","rou_67","non",,,
"8862149",,"bleue",,5,"rou","rou_67","non",,,
"8862150",,"bleue",,5,"rou","rou_67","non",,,
"8862151",,"bleue",,5,"rou","rou_67","non",,,
"8862152",,"bleue",,5,"rou","rou_67","non",,,
"8862153",,"bleue",,5,"rou","rou_67","non",,,
"8862154","L77","charbo","F",4,"rou",,"oui",5,1,3
"8862155","L66","charbo","F",4,"rou",,"non",3,1,2
"8862156","K97","charbo","M",4,"rou",,"oui",2,1,1
"8862157","L95","charbo","F",3,"rou",,"oui",1,1,1
"8862158","N08","charbo","M",4,"rou",,"non",1,1,1
"8862159","B56","charbo","F",4,"rou",,"oui",1,1,0
"8862160",,"charbo",,5,"rou","rou_66","non",,,
"8862161",,"charbo",,5,"rou","rou_66","non",,,
"8862162",,"charbo","M",5,"rou","rou_66","oui",1,0,0
"8862163",,"charbo",,5,"rou","rou_66","non",,,
"8862164",,"charbo",,5,"rou","rou_66","non",,,
"8862165",,"charbo",,5,"rou","rou_66","non",,,
"8862198","Y86","charbo","M",1,,,"oui",3,0,1
"8862201",,"bleue",,5,"mur","mur_75","non",,,
"8862202",,"bleue",,5,"mur","mur_75","non",,,
"8862203",,"bleue",,5,"mur","mur_75","non",,,
"8862204",,"bleue",,5,"mur","mur_75","non",,,
"8862205",,"bleue",,5,"ava","ava_3","non",,,
"8862206",,"bleue",,5,"ava","ava_3","non",,,
"8862207",,"bleue",,5,"ava","ava_3","non",,,
"8862208",,"bleue",,5,"ava","ava_3","non",,,
"8862209",,"bleue",,5,"ava","ava_3","non",,,
"8862210",,"bleue",,5,"ava","ava_8","non",,,
"8862211",,"bleue",,5,"ava","ava_8","non",,,
"8862212",,"bleue",,5,"ava","ava_8","non",,,
"8862213",,"bleue",,5,"ava","ava_8","non",,,
"8862214",,"bleue",,5,"ava","ava_8","non",,,
"8862215",,"bleue",,5,"ava","ava_8","non",,,
"8862216",,"bleue",,5,"ava","ava_8","non",,,
"8862217",,"bleue",,5,"ava","ava_8","non",,,
"8862218",,"bleue",,5,"ava","ava_8","non",,,
"8862219",,"bleue",,5,"ava","ava_4","non",,,
"8862220",,"bleue",,5,"ava","ava_4","non",,,
"8862221",,"bleue",,5,"ava","ava_4","non",,,
"8862222",,"bleue",,5,"ava","ava_4","non",,,
"8862223",,"bleue",,5,"ava","ava_4","non",,,
"8862224",,"bleue",,5,"ava","ava_4","non",,,
"8862225",,"bleue",,5,"ava","ava_4","non",,,
"8862226",,"bleue",,5,"fel","fel_19","non",,,
"8862227",,"bleue",,5,"fel","fel_19","non",,,
"8862228",,"bleue",,5,"fel","fel_19","non",,,
"8862229",,"bleue",,5,"fel","fel_19","non",,,
"8862230",,"bleue",,5,"fel","fel_19","non",,,
"8862231",,"bleue","M",5,"fel","fel_19","oui",1,0,0
"8862232",,"bleue",,5,"fel","fel_19","non",,,
"8862233",,"bleue",,5,"fel","fel_19","non",,,
"8862234",,"bleue",,5,"fel","fel_19","non",,,
"8862235",,"bleue",,5,"fel","fel_12","non",,,
"8862236",,"bleue",,5,"fel","fel_12","non",,,
"8862237",,"bleue",,5,"fel","fel_12","non",,,
"8862238",,"bleue",,5,"fel","fel_12","non",,,
"8862239",,"bleue","M",5,"fel","fel_12","non",1,0,0
"8862240",,"bleue",,5,"fel","fel_12","non",,,
"8862241",,"bleue",,5,"fel","fel_12","non",,,
"8862242",,"bleue",,5,"fel","fel_12","non",,,
"8862243",,"bleue",,5,"fel","fel_12","non",,,
"8862244",,"bleue",,5,"mur","mur_27","non",,,
"8862245",,"bleue",,5,"mur","mur_27","non",,,
"8862246",,"bleue",,5,"mur","mur_27","non",,,
"8862247",,"bleue",,5,"mur","mur_27","non",,,
"8862248",,"bleue",,5,"mur","mur_27","non",,,
"8862249",,"bleue",,5,"mur","mur_27","non",,,
"8862250",,"bleue",,5,"mur","mur_27","non",,,
"8862251",,"bleue",,5,"mur","mur_27","non",,,
"8862252",,"bleue",,5,"mur","mur_27","non",,,
"8862253",,"bleue",,5,"mur","mur_29","non",,,
"8862254",,"bleue",,5,"mur","mur_29","non",,,
"8862255",,"bleue",,5,"mur","mur_29","non",,,
"8862256",,"bleue",,5,"mur","mur_29","non",,,
"8862257",,"bleue",,5,"mur","mur_29","non",,,
"8862258",,"bleue","F",5,"mur","mur_29","oui",1,0,0
"8862259",,"bleue",,5,"mur","mur_29","non",,,
"8862260",,"bleue",,5,"mur","mur_29","non",,,
"8862261",,"bleue",,5,"mur","mur_29","non",,,
"8862262",,"charbo",,5,"mur","mur_86","non",,,
"8862263",,"charbo",,5,"mur","mur_86","non",,,
"8862264",,"charbo",,5,"mur","mur_86","non",,,
"8862265",,"charbo",,5,"mur","mur_86","non",,,
"8862266",,"charbo",,5,"mur","mur_86","non",,,
"8862267",,"charbo",,5,"mur","mur_86","non",,,
"8862268",,"charbo",,5,"mur","mur_86","non",,,
"8862269",,"charbo",,5,"mur","mur_86","non",,,
"8862270",,"charbo",,5,"mur","mur_86","non",,,
"8862271",,"bleue",,5,"mur","mur_88bis","non",,,
"8862272",,"bleue",,5,"mur","mur_88bis","non",,,
"8862273",,"bleue",,5,"mur","mur_88bis","non",,,
"8862274",,"bleue",,5,"mur","mur_88bis","non",,,
"8862275",,"bleue",,5,"mur","mur_88bis","non",,,
"8862276",,"bleue",,5,"mur","mur_88bis","non",,,
"8862277",,"bleue",,5,"mur","mur_88bis","non",,,
"8862278",,"bleue",,5,"mur","mur_88bis","non",,,
"8862279",,"bleue",,5,"mur","mur_88bis","non",,,
"8862280",,"bleue",,5,"mur","mur_88bis","non",,,
"8862281",,"bleue",,5,"mur","mur_87","non",,,
"8862282",,"bleue",,5,"mur","mur_87","non",,,
"8862283",,"bleue",,5,"mur","mur_87","non",,,
"8862284",,"bleue","M",5,"mur","mur_87","non",2,0,1
"8862285",,"bleue","M",5,"mur","mur_87","oui",1,0,0
"8862286",,"bleue",,5,"mur","mur_87","non",,,
"8862287",,"bleue","F",5,"mur","mur_87","oui",3,0,0
"8862288",,"bleue",,5,"mur","mur_87","non",,,
"8862289",,"bleue",,5,"mur","mur_87","non",,,
"8862290",,"bleue",,5,"mur","mur_76bis","non",,,
"8862291",,"bleue",,5,"mur","mur_76bis","non",,,
"8862292",,"bleue",,5,"mur","mur_76bis","non",,,
"8862293",,"bleue",,5,"mur","mur_76bis","non",,,
"8862294",,"bleue",,5,"mur","mur_76bis","non",,,
"8862295",,"bleue",,5,"mur","mur_76bis","non",,,
"8862296",,"bleue",,5,"mur","mur_76bis","non",,,
"8862297",,"bleue",,5,"mur","mur_76bis","non",,,
"8862298",,"bleue",,5,"mur","mur_76bis","non",,,
"8862299",,"bleue",,5,"gra","gra_19","non",,,
"8862300",,"bleue",,5,"ava","ava_3","non",,,
"8862301","P88","charbo","F",3,"rou",,"oui",6,2,1
"8862302",,"charbo","M",2,"rou",,"non",1,0,0
"8862303",,"bleue","F",2,"rou",,"oui",1,0,0
"8862304",,"bleue","M",2,"rou",,"non",2,1,0
"8862396",,"bleue","M",0,"rou",,"non",1,0,0
"8862397",,"charbo","F",1,"rou",,"non",2,0,0
"8862398",,"charbo","M",1,"rou",,"non",1,0,0
"8862399","R31","charbo","M",1,"rou",,"non",2,0,1
"8862400",,"bleue","F",1,"rou",,"oui",1,0,0
"8862401",,"charbo",,5,"bot","bot_2","non",,,
"8862402",,"charbo",,5,"bot","bot_2","non",,,
"8862403",,"charbo",,5,"bot","bot_2","non",,,
"8862404",,"charbo",,5,"bot","bot_2","non",,,
"8862405",,"charbo",,5,"zoo","zoo_7","non",,,
"8862406",,"charbo",,5,"zoo","zoo_7","non",,,
"8862407",,"charbo",,5,"zoo","zoo_7","non",,,
"8862408",,"charbo",,5,"zoo","zoo_7","non",,,
"8862409",,"charbo",,5,"zoo","zoo_7","non",,,
"8862410",,"charbo",,5,"zoo","zoo_7","non",,,
"8862411",,"charbo",,5,"zoo","zoo_7","non",,,
"8862412",,"charbo",,5,"zoo","zoo_13","non",,,
"8862413",,"charbo",,5,"zoo","zoo_13","non",,,
"8862414",,"charbo",,5,"zoo","zoo_13","non",,,
"8862415",,"charbo",,5,"zoo","zoo_13","non",,,
"8862416",,"charbo",,5,"zoo","zoo_13","non",,,
"8862417",,"charbo",,5,"zoo","zoo_13","non",,,
"8862418","Y65","charbo","F",5,"zoo","zoo_63","oui",2,0,1
"8862419",,"charbo",,5,"zoo","zoo_63","non",,,
"8862420","D11","charbo","M",5,"zoo","zoo_63","non",1,0,0
"8862421",,"charbo",,5,"zoo","zoo_63","non",,,
"8862422",,"charbo",,5,"zoo","zoo_8","non",,,
"8862423",,"charbo",,5,"zoo","zoo_23","non",,,
"8862424",,"charbo",,5,"zoo","zoo_23","non",,,
"8862425",,"charbo",,5,"zoo","zoo_23","non",,,
"8862426",,"charbo","F",5,"zoo","zoo_23","oui",1,0,1
"8862427",,"charbo",,5,"zoo","zoo_23","non",,,
"8862428",,"charbo",,5,"zoo","zoo_50","non",,,
"8862429",,"charbo",,5,"zoo","zoo_50","non",,,
"8862430",,"charbo",,5,"zoo","zoo_50","non",,,
"8862431",,"charbo",,5,"zoo","zoo_50","non",,,
"8862432",,"charbo",,5,"zoo","zoo_50","non",,,
"8862433",,"charbo",,5,"zoo","zoo_50","non",,,
"8862434",,"charbo",,5,"zoo","zoo_50","non",,,
"8862435",,"charbo",,5,"cef","cef_5","non",,,
"8862436",,"charbo",,5,"cef","cef_5","non",,,
"8862437",,"charbo",,5,"cef","cef_5","non",,,
"8862438",,"charbo",,5,"cef","cef_5","non",,,
"8862439",,"charbo",,5,"zoo","zoo_35","non",,,
"8862440",,"charbo",,5,"zoo","zoo_35","non",,,
"8862441",,"charbo",,5,"zoo","zoo_35","non",,,
"8862442",,"charbo",,5,"zoo","zoo_15","non",,,
"8862443",,"charbo",,5,"zoo","zoo_15","non",,,
"8862444",,"charbo",,5,"zoo","zoo_15","non",,,
"8862445",,"charbo",,5,"zoo","zoo_15","non",,,
"8862446",,"charbo",,5,"zoo","zoo_15","non",,,
"8862447",,"charbo",,5,"zoo","zoo_15","non",,,
"8862448",,"charbo",,5,"zoo","zoo_15","non",,,
"8862449",,"charbo",,5,"gram","gram_41","non",,,
"8862450",,"charbo",,5,"gram","gram_41","non",,,
"8862451",,"charbo",,5,"gram","gram_41","non",,,
"8862452",,"charbo",,5,"gram","gram_20","non",,,
"8862453",,"charbo",,5,"gram","gram_20","non",,,
"8862454",,"charbo",,5,"gram","gram_20","non",,,
"8862455",,"charbo",,5,"gram","gram_20","non",,,
"8862456",,"charbo",,5,"gram","gram_20","non",,,
"8862457","R09","charbo","F",3,"zoo",,"non",2,0,1
"8862458",,"bleue","M",3,"zoo",,"non",2,0,1
"8862459","G87","charbo","F",3,"font",,"oui",1,0,1
"8862460","M51","charbo","M",2,"mas",,"oui",2,0,0
"8862461","Y67","charbo","F",3,"mas",,"oui",2,0,0
"8862462","M33","charbo","M",2,"mas",,"oui",3,0,2
"8862463","M81","charbo","M",3,"mas",,"non",3,0,3
"8862464","S50","charbo","F",3,"mas",,"oui",3,0,2
"8862465","M06","charbo","F",2,"gram",,"oui",1,0,1
"8862466","X44","charbo","M",3,"gram",,"oui",2,0,0
"8862467","D40","charbo","F",3,"gram",,"oui",4,1,1
"8862468","S85","charbo","M",2,"fac",,"oui",1,0,1
"8862469","S55","charbo","F",2,"fac",,"oui",1,0,0
"8862470","X07","charbo","M",2,"fac",,"non",1,0,1
"8862471","R97","charbo","M",2,"zoo",,"oui",1,0,1
"8862472","U01","charbo","M",2,"zoo",,"oui",1,0,1
"8862473","Y18","charbo","F",3,"zoo",,"non",2,0,1
"8862474","N36","charbo","M",2,"gram",,"oui",1,0,1
"8862475","M34","charbo","F",3,"gram",,"oui",1,0,0
"8862476","Y81","charbo","M",2,"gram",,"oui",2,0,1
"8862477","X50","charbo","F",2,"mas",,"oui",1,0,1
"8862478","P96","charbo","F",3,"mas",,"oui",2,0,1
"8862479","N28","charbo","M",3,"mas",,"oui",2,0,1
"8862480","G79","charbo","F",2,"mas",,"non",1,0,0
"8862481","R08","charbo","M",2,"mas",,"non",1,0,0
"8862482","S86","charbo","M",2,"fac",,"oui",1,0,0
"8862483",,"charbo","F",3,"fac",,"oui",1,0,0
"8862489","U32","charbo","M",1,"zoo",,"non",1,0,1
"8862490","X80","charbo","M",1,"zoo",,"non",1,0,1
"8862491",,"bleue","F",1,"zoo",,"oui",1,0,0
"8862492","S29","charbo","M",1,"zoo",,"non",1,1,0
"8862493","M31","charbo","F",2,"zoo",,"oui",1,1,0
